"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 7","ah5Ghc 2","ah5Ghc 3"
"https://www.google.fr/maps/place/Garage+Granoux/data=!4m7!3m6!1s0x12c9bf6758c033b7:0x1d6643f33a902f7d!8m2!3d43.2988064!4d5.4000939!16s%2Fg%2F11g0hn__2q!19sChIJtzPAWGe_yRIRfS-QOvNDZh0?authuser=0&hl=fr&rclk=1","Garage Granoux","4,7","(15)","Atelier de réparation automobile","·","37 Rue Granoux","·","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","04 91 85 23 85","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","Garage","au top, personnel toujours à l’écoute 👌"""
"https://www.google.fr/maps/place/Garage+Cascade/data=!4m7!3m6!1s0x12c9c036f473e347:0x96be297251d6a570!8m2!3d43.3418761!4d5.3588532!16s%2Fg%2F11y3qfflxn!19sChIJR-Nz9DbAyRIRcKXWUXIpvpY?authuser=0&hl=fr&rclk=1","Garage Cascade","","","Atelier de réparation automobile","","","","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+Notre+Dame+du+Mont/data=!4m7!3m6!1s0x12c9c0a522d1fb87:0x2b31b0703a09762c!8m2!3d43.2919451!4d5.3837512!16s%2Fg%2F1tj432ps!19sChIJh_vRIqXAyRIRLHYJOnCwMSs?authuser=0&hl=fr&rclk=1","Garage Notre Dame du Mont","4,1","(41)","Atelier de réparation automobile","·","·","12 Pl. Notre Dame du Mont","Fermé","· Ouvre à 08:00 lun.","04 91 48 60 49","https://www.garagenotredamedumont.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Service impeccable et rapide""","","·","",""
"https://www.google.fr/maps/place/Port+Side+Garage/data=!4m7!3m6!1s0x12c9c0c0e6ba553b:0x972dda202012e7fd!8m2!3d43.2967074!4d5.3707752!16s%2Fg%2F11h1d1l5w!19sChIJO1W65sDAyRIR_ecSICDaLZc?authuser=0&hl=fr&rclk=1","Port Side Garage","","","Parking","·","·","8 Rue de la Loge","Fermé","· Ouvre à 09:00 sam.","06 85 50 26 97","","","Itinéraires","","","","","","·","",""
"https://www.google.fr/maps/place/Garage+Monte+Cristo+Eurorepar+Car+Service/data=!4m7!3m6!1s0x12c9c09ffe2192c7:0x26b19eca84ed9618!8m2!3d43.2993046!4d5.3938794!16s%2Fg%2F1v3g64dt!19sChIJx5Ih_p_AyRIRGJbthMqesSY?authuser=0&hl=fr&rclk=1","Garage Monte Cristo Eurorepar Car Service","4,7","(44)","Garage automobile","·","·","45 Rue Monte Cristo","Fermé","· Ouvre à 07:30 lun.","04 91 48 80 00","https://www.garage-montecristo.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande vivement ce","","·","garage","!"""
"https://www.google.fr/maps/place/garage+formule+auto/data=!4m7!3m6!1s0x12c9c0a6e4df63db:0x515d036cce5c6176!8m2!3d43.2925958!4d5.3908476!16s%2Fg%2F11c3v5xn01!19sChIJ22Pf5KbAyRIRdmFczmwDXVE?authuser=0&hl=fr&rclk=1","garage formule auto","4,8","(105)","Atelier de réparation automobile","·","70 Rue Saint-Pierre","·","Fermé","· Ouvre à 08:00 lun.","04 91 47 09 19","https://www.boschcarservice.com/fr/fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","Garage","excellent très pro et compétent"""
"https://www.google.fr/maps/place/JoliJoliette,+terrasse,+central,+climatis%C3%A9,+WIFI+,+garage/data=!4m10!3m9!1s0x12c9c0ecf03c48e7:0x2b00f43f506b833a!5m2!4m1!1i2!8m2!3d43.3066292!4d5.3709998!16s%2Fg%2F11y51tr7zs!19sChIJ50g88OzAyRIROoNrUD_0ACs?authuser=0&hl=fr&rclk=1","JoliJoliette, terrasse, central, climatisé, WIFI , garage","","","Location de vacances","","","","","","","https://br.bluepillow.com/search/65c9f450671b07d23c690bf2?dest=bkng&cat=Apartment&lat=43.30663&lng=5.371&language=pt","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Garage+Ecosiom/data=!4m7!3m6!1s0x12c9c0a71c69df57:0xbd6288ab5b5f4c99!8m2!3d43.287634!4d5.388031!16s%2Fg%2F11yn9n4zw!19sChIJV99pHKfAyRIRmUxfW6uIYr0?authuser=0&hl=fr&rclk=1","Garage Ecosiom","4,4","(86)","Atelier de carrosserie automobile","·","·","26 Rue Pierre Laurent","Ferme bientôt","· 18:30 · Ouvre à 08:30 lun.","04 91 81 47 90","http://www.garage-smart-marseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","spécialisé Smart pro flexible et avec de bons conseils!"""
"https://www.google.fr/maps/place/Garage+Sanchez/data=!4m7!3m6!1s0x12c9c0839a176e1f:0xdbee9714ce6a6d03!8m2!3d43.3117775!4d5.3894779!16s%2Fg%2F1tf4tgwx!19sChIJH24XmoPAyRIRA21qzhSX7ts?authuser=0&hl=fr&rclk=1","Garage Sanchez","4,8","(41)","Atelier de carrosserie automobile","·","·","15 Bd Allemand","Fermé","· Ouvre à 08:00 lun.","04 91 64 33 51","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","automobile compétant et sérieux et accueil sympathique"""
"https://www.google.fr/maps/place/GARAGE+DIDIER+SARL+-+Citro%C3%ABn/data=!4m7!3m6!1s0x12c9c0b61ef6073f:0xb07c64d0bfda2a2a!8m2!3d43.286175!4d5.3736205!16s%2Fg%2F1tfw0723!19sChIJPwf2HrbAyRIRKirav9BkfLA?authuser=0&hl=fr&rclk=1","GARAGE DIDIER SARL - Citroën","4,7","(65)","Garage automobile","·","·","83 Rue Jules Moulet","Fermé","· Ouvre à 08:00 lun.","04 91 37 59 46","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","de confiance personnel agréable et compétent
Recommandable à 100%"""
"https://www.google.fr/maps/place/Garage+Mekki/data=!4m7!3m6!1s0x12c9c15fa0642b5b:0x3f62af99ed7368c!8m2!3d43.2861916!4d5.3907445!16s%2Fg%2F11qntlchg3!19sChIJWytkoF_ByRIRjDbXnvkq9gM?authuser=0&hl=fr&rclk=1","Garage Mekki","4,9","(97)","Garage automobile","·","·","5 Trav. Raynouard","Ferme bientôt","· 19:00 · Ouvre à 08:00 sam.","06 52 65 70 05","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","incroyable: gentils, réactifs et très professionnels."""
"https://www.google.fr/maps/place/GARAGE+M%C3%89CANIQUE+EXPRESS/data=!4m7!3m6!1s0x12c9bf387034d2ad:0x9dc6435c1c6f43da!8m2!3d43.3061211!4d5.3992152!16s%2Fg%2F11tg76cfx8!19sChIJrdI0cDi_yRIR2kNvHFxDxp0?authuser=0&hl=fr&rclk=1","GARAGE MÉCANIQUE EXPRESS","4,9","(210)","Atelier de mécanique automobile","·","·","angle, 87 Av. des Chartreux, Pl. du Jardin Zoologique","Fermé","· Ouvre à 08:00 lun.","06 12 93 52 02","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rapide et efficace,","","·","garage","proposant des prix abordables."""
"https://www.google.fr/maps/place/Garage+Rimyas/data=!4m7!3m6!1s0x12c9c084e3249b17:0xf0481237b4b21151!8m2!3d43.3107574!4d5.386294!16s%2Fg%2F11j4sv9sz4!19sChIJF5sk44TAyRIRURGytDcSSPA?authuser=0&hl=fr&rclk=1","Garage Rimyas","4,2","(5)","Atelier de réparation automobile","·","3 Rue Despieds","","","","","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Honnête et bin travail,bonne qualité des pièces.avis d'un Expert.""","","","",""
"https://www.google.fr/maps/place/GARAGE+M%C3%89CANIQUE+EXPRESS/data=!4m7!3m6!1s0x12c9bf387034d2ad:0x9dc6435c1c6f43da!8m2!3d43.3061211!4d5.3992152!16s%2Fg%2F11tg76cfx8!19sChIJrdI0cDi_yRIR2kNvHFxDxp0?authuser=0&hl=fr&rclk=1","GARAGE MÉCANIQUE EXPRESS","4,9","(210)","Atelier de mécanique automobile","·","·","angle, 87 Av. des Chartreux, Pl. du Jardin Zoologique","Fermé","· Ouvre à 08:00 lun.","06 12 93 52 02","https://www.google.fr/aclk?sa=L&ai=DChsSEwjLwb7uscWSAxXwp4MHHSLyO6IYACICCAEQABoCZWY&co=1&ase=2&gclid=CjwKCAiAv5bMBhAIEiwAqP9GuBIQ2NkFBExRsrf6G3azJDjkKD1AQYHlPuHBjQlPRWs49HzAptFORxoCJ_oQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_3XMnCs2LULdXWWK794LMwEZKZfPg&adurl&q&ctype=99&nis=6","","Itinéraires","","Site Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rapide et efficace,","","·","garage","proposant des prix abordables."""
"https://www.google.fr/maps/place/Garage+Rimyas/data=!4m7!3m6!1s0x12c9c084e3249b17:0xf0481237b4b21151!8m2!3d43.3107574!4d5.386294!16s%2Fg%2F11j4sv9sz4!19sChIJF5sk44TAyRIRURGytDcSSPA?authuser=0&hl=fr&rclk=1","Garage Rimyas","4,2","(5)","Atelier de réparation automobile","·","3 Rue Despieds","","","","","https://www.google.fr/aclk?sa=L&ai=DChsSEwjLwb7uscWSAxXwp4MHHSLyO6IYACICCAEQBRoCZWY&co=1&ase=2&gclid=CjwKCAiAv5bMBhAIEiwAqP9GuMX0HkttAg6NxRwEUy7NG9gm6wHij_8G6KoCLa8ZBDMD-FX1Y--4ThoCizoQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0vW5GY7lK0zVUnl64lIf_y2mwUWA&adurl&q&ctype=99&nis=6","","Itinéraires","","Site Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Honnête et bin travail,bonne qualité des pièces.avis d'un Expert.""","","","",""
"https://www.google.fr/maps/place/A.m+Garage/data=!4m7!3m6!1s0x12c9c07cda6a8073:0xf48cffaf7581e9a3!8m2!3d43.3215394!4d5.3842199!16s%2Fg%2F11g0hp1wsf!19sChIJc4Bq2nzAyRIRo-mBda__jPQ?authuser=0&hl=fr&rclk=1","A.m Garage","5,0","(4)","Atelier de réparation automobile","·","·","33 Rue Louis Merlino","","","04 91 48 44 90","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Professionnalisme au top","","","Garage","et garagiste sérieux et de qualité."""
"https://www.google.fr/maps/place/MOBILOTO+GARAGE/data=!4m7!3m6!1s0x12c9c1f51348c839:0x82e8aa2bf73260b3!8m2!3d43.325943!4d5.374782!16s%2Fg%2F11p13jvx66!19sChIJOchIE_XByRIRs2Ay9yuq6II?authuser=0&hl=fr&rclk=1","MOBILOTO GARAGE","","","Garage automobile","·","05 Bd Louis Guichoux","·","Fermé","· Ouvre à 09:30 sam.","06 12 13 40 77","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+Parisi/data=!4m7!3m6!1s0x12c9c0a8530f32b5:0x17ce91a3e520338e!8m2!3d43.2872737!4d5.3916005!16s%2Fg%2F11h40zq7q4!19sChIJtTIPU6jAyRIRjjMg5aORzhc?authuser=0&hl=fr&rclk=1","Garage Parisi","4,5","(84)","Garage automobile","·","·","27 Rue Sainte-Cécile","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","04 91 78 79 17","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","sympa avec prix abordables et prestations rapide."""
"https://www.google.fr/maps/place/New+Garage+Cl%C3%A9menceau/data=!4m7!3m6!1s0x12c9bf60beaf2833:0x2a44c6f20b63d539!8m2!3d43.2997836!4d5.3981199!16s%2Fg%2F1vq89f4t!19sChIJMyivvmC_yRIROdVjC_LGRCo?authuser=0&hl=fr&rclk=1","New Garage Clémenceau","3,7","(29)","Atelier de réparation automobile","·","·","5 Rue des Orgues","Ferme bientôt","· 19:00 · Ouvre à 08:00 sam.","04 91 42 47 05","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","sérieux, mécanos compétents, prix très compétitifs."""
"https://www.google.fr/maps/place/Garage+Des+Chartreux+-+M%C3%A9canique+et+Carrosserie+-+FRANCHISE+100+%25+OFFERTE+13+Marseille/data=!4m7!3m6!1s0x12c9bf7ba039965b:0x7456960497e27218!8m2!3d43.3108502!4d5.4005656!16s%2Fg%2F11b6dpxqqd!19sChIJW5Y5oHu_yRIRGHLilwSWVnQ?authuser=0&hl=fr&rclk=1","Garage Des Chartreux - Mécanique et Carrosserie - FRANCHISE 100 % OFFERTE 13 Marseille","4,8","(169)","Atelier de réparation automobile","·","·","213 Av. des Chartreux","Fermé","· Ouvre à 08:00 lun.","04 91 64 10 78","https://garagechartreux.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","","·","garage","qui m'a accordé un créneau malgré sa charge de travail."""
"https://www.google.fr/maps/place/44+Cours+Honor%C3%A9+d%27Estienne+d%27Orves+Garage/data=!4m7!3m6!1s0x12c9c0c78ee64efb:0x8ff6565558f3b18b!8m2!3d43.292005!4d5.3725967!16s%2Fg%2F11gffdtq5c!19sChIJ-07mjsfAyRIRi7HzWFVW9o8?authuser=0&hl=fr&rclk=1","44 Cours Honoré d'Estienne d'Orves Garage","5,0","(2)","Parking","·","·","44 Cr Honoré d'Estienne d'Orves","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Grand+Garage+St+Charles/data=!4m7!3m6!1s0x12c9c09e7e04fdc1:0xc0838f5b54eb4e48!8m2!3d43.3036802!4d5.3913678!16s%2Fg%2F11bzzyhlfp!19sChIJwf0Efp7AyRIRSE7rVFuPg8A?authuser=0&hl=fr&rclk=1","Grand Garage St Charles","1,5","(2)","Garage automobile","","","","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Carrosserie/data=!4m7!3m6!1s0x12c9c12396461525:0x5b760ced83777b2f!8m2!3d43.307664!4d5.3813109!16s%2Fg%2F11w5930397!19sChIJJRVGliPByRIRL3t3g-0Mdls?authuser=0&hl=fr&rclk=1","Carrosserie","4,7","(14)","Mécanicien de carrosserie automobile","·","8 Rue du 141ème RIA","·","","","06 44 76 85 96","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","","","garage","!"""
"https://www.google.fr/maps/place/38-42+Cours+Belsunce+Garage/data=!4m7!3m6!1s0x12c9c0be4bee9ab5:0xdc911f33a2a2ab96!8m2!3d43.2989256!4d5.3766927!16s%2Fg%2F11gffdz89p!19sChIJtZruS77AyRIRlquiojMfkdw?authuser=0&hl=fr&rclk=1","38-42 Cours Belsunce Garage","2,0","(1)","Parking","·","·","38-42 Cr Belsunce","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/GARAGE+GUIBAL/data=!4m7!3m6!1s0x12c9c16ffb16d0e3:0xc214ef4d5b1042e2!8m2!3d43.3059835!4d5.3841806!16s%2Fg%2F11jt4j3m9_!19sChIJ49AW-2_ByRIR4kIQW03vFMI?authuser=0&hl=fr&rclk=1","GARAGE GUIBAL","","","Garage automobile","·","3 Rue Guibal","·","Fermé","· Ouvre à 09:00 sam.","07 58 63 40 38","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+Minassian/data=!4m7!3m6!1s0x12c9c0b203473c69:0x6cacd81ec9ded9fa!8m2!3d43.2847807!4d5.3827479!16s%2Fg%2F1td81cky!19sChIJaTxHA7LAyRIR-tneyR7YrGw?authuser=0&hl=fr&rclk=1","Garage Minassian","4,4","(46)","Atelier de réparation automobile","·","·","32 Rue Saint-Sébastien","Ferme bientôt","· 18:30 · Ouvre à 08:00 lun.","04 91 37 59 30","http://agents.peugeot.fr/minassian-marseille","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande ce","","·","garage","pour leur professionnalisme et leur tarif.Merci"""
"https://www.google.fr/maps/place/Caropneu13/data=!4m7!3m6!1s0x12c9c13032840f29:0x924eb82c6ec9c44d!8m2!3d43.3116665!4d5.3770906!16s%2Fg%2F11thg0zjv_!19sChIJKQ-EMjDByRIRTcTJbiy4TpI?authuser=0&hl=fr&rclk=1","Caropneu13","4,5","(130)","Magasin de pneumatiques d'occasion","·","·","269 Bd National","Fermé","· Ouvre à 08:00 sam.","06 19 44 13 88","https://sites.google.com/d/11q4qC2ILeT0bvxMLp3rodB7IkwnZVvaQ/p/1-3cTd-dhmwyXg6L91ROpql9Aru52WR_R/edit","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage",", excellent, accueil, impeccable, professionnel et prix compétitif."""
"https://www.google.fr/maps/place/Garage+Mecanique+Poids+Lourds/data=!4m7!3m6!1s0x12c9c038cba552b1:0xf9e51769ef5c571a!8m2!3d43.3400931!4d5.3676617!16s%2Fg%2F11b6d5vpvc!19sChIJsVKlyzjAyRIRGldc72kX5fk?authuser=0&hl=fr&rclk=1","Garage Mecanique Poids Lourds","4,0","(8)","Atelier de réparation automobile","·","7 Av. de la Bauxite","","","","04 88 64 44 49","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande","","","garage","au top"""
"https://www.google.fr/maps/place/Eurorepar+Garage+Achard/data=!4m7!3m6!1s0x12c9bf7a274e90d5:0xc2a16a5ac032692!8m2!3d43.3129939!4d5.4026924!16s%2Fg%2F1tfn6bbs!19sChIJ1ZBOJ3q_yRIRkiYDrKUWKgw?authuser=0&hl=fr&rclk=1","Eurorepar Garage Achard","4,8","(128)","Garage automobile","·","·","10 Rue Achard","Fermé","· Ouvre à 08:00 lun.","04 91 49 08 19","https://www.eurorepar.fr/garage-garage_achard-819.html","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","sérieux qui fait le maximum pour satisfaire le client."""
"https://www.google.fr/maps/place/Garage+Lina+Auto/data=!4m7!3m6!1s0x12c9c113ef8c35a9:0x30ace398e16c8f3b!8m2!3d43.3193184!4d5.3846516!16s%2Fg%2F11mdky2pd3!19sChIJqTWM7xPByRIRO49s4ZjjrDA?authuser=0&hl=fr&rclk=1","Garage Lina Auto","4,3","(6)","Garage automobile","·","50 Bd du Progrès","·","Fermé","· Ouvre à 09:00 sam.","07 43 69 64 63","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","Garage","sérieux"""
"https://www.google.fr/maps/place/Garage+SALOR/data=!4m7!3m6!1s0x12c9c0ab365a2a2d:0x72be1045fc9abf17!8m2!3d43.2803208!4d5.3901713!16s%2Fg%2F11gfj68fd4!19sChIJLSpaNqvAyRIRF7-a_EUQvnI?authuser=0&hl=fr&rclk=1","Garage SALOR","4,0","(26)","Garage automobile","·","·","107 Rue du Rouet","Ferme bientôt","· 19:00 · Ouvre à 08:30 lun.","06 99 54 99 98","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","très arrangeant, prise en charge rapide !!"""
"https://www.google.fr/maps/place/Garage+Elio/data=!4m7!3m6!1s0x12c9c0a62529c025:0x57a7b6b52dcff319!8m2!3d43.2901142!4d5.3905334!16s%2Fg%2F11ghpp553y!19sChIJJcApJabAyRIRGfPPLbW2p1c?authuser=0&hl=fr&rclk=1","Garage Elio","4,8","(32)","Atelier de réparation automobile","·","5 Rue Virgile Marron","·","Fermé","· Ouvre à 08:30 lun.","04 91 48 55 10","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Les meilleurs garagistes du monde et je pèse mes mots !""","","","",""
"https://www.google.fr/maps/place/Standing,+3+chambres,+clim+et+garage+priv+proche+Panier+et+Terrasses+Port/data=!4m7!3m6!1s0x12c9c0ecced711cb:0xb60ccb81c05cfc7!8m2!3d43.3063736!4d5.37254!16s%2Fg%2F11ms9rvfqc!19sChIJyxHXzuzAyRIRx88FHLjMYAs?authuser=0&hl=fr&rclk=1","Standing, 3 chambres, clim et garage priv proche Panier et Terrasses Port","","","Location de vacances","","","","","","","https://www.booking.com/hotel/fr/standing-4-94m-lumineux-calme-a-euromed.en.html?aid=2068758;label=seogooglelocal-link-imagesaow-hotel-5401323_grp-3_gendate-20240917;utm_source=seogooglelocal;utm_medium=description;utm_term=hotel-5401323;utm_campaign=en","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Garage+A.I.S./data=!4m7!3m6!1s0x12c9c15d6dc42f85:0xe81b6a7a02aba932!8m2!3d43.3456542!4d5.3688384!16s%2Fg%2F11t5r2yvq2!19sChIJhS_EbV3ByRIRMqmrAnpqG-g?authuser=0&hl=fr&rclk=1","Garage A.I.S.","4,4","(38)","Garage automobile","·","·","11 Bd de Letz","","","06 65 42 81 20","https://www.snapchat.com/add/belhadj13","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande ce","","","garage","vivement."""
"https://www.google.fr/maps/place/Garage+AKS+-+Avatacar/data=!4m7!3m6!1s0x12c9c1ce7210da99:0x71d0268331e99a42!8m2!3d43.2876694!4d5.3854635!16s%2Fg%2F11wvyxvr83!19sChIJmdoQcs7ByRIRQprpMYMm0HE?authuser=0&hl=fr&rclk=1","Garage AKS - Avatacar","3,9","(7)","Garage automobile","·","·","96 Rue Marengo","","","04 91 81 72 24","","","Itinéraires","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
